,year,Concept,county,pda,Variable,value,source
247,2010,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq4,1.0,baseyear A
248,2015,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq1,127.0,modeled
249,2015,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq2,17.0,modeled
250,2015,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq3,10.0,modeled
251,2015,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq4,10.0,modeled
252,2030,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq1,153.0,modeled
253,2030,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq2,29.0,modeled
254,2030,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq3,35.0,modeled
255,2030,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq4,38.0,modeled
256,2035,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq1,125.0,modeled
257,2035,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq2,43.0,modeled
258,2035,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq3,46.0,modeled
259,2035,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq4,45.0,modeled
260,2040,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq1,101.0,modeled
261,2040,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq2,49.0,modeled
262,2040,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq3,49.0,modeled
263,2040,Househ. by Inc. Quartile,Alameda,Berkeley-South Shattuck,hhincq4,62.0,modeled
264,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,2252.0,baseyear B
265,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,727.0,baseyear B
266,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,233.0,baseyear B
267,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,225.0,baseyear B
268,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,1962.0,baseyear A
269,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,910.0,baseyear A
270,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,373.0,baseyear A
271,2010,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,279.0,baseyear A
272,2015,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,1860.0,modeled
273,2015,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,938.0,modeled
274,2015,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,517.0,modeled
275,2015,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,408.0,modeled
276,2030,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,1358.0,modeled
277,2030,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,1109.0,modeled
278,2030,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,752.0,modeled
279,2030,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,697.0,modeled
280,2035,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,1218.0,modeled
281,2035,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,1150.0,modeled
282,2035,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,806.0,modeled
283,2035,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,753.0,modeled
284,2040,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq1,1048.0,modeled
285,2040,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq2,1172.0,modeled
286,2040,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq3,838.0,modeled
287,2040,Househ. by Inc. Quartile,Alameda,Berkeley-Southside/Telegraph Avenue,hhincq4,859.0,modeled
288,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,132.0,baseyear B
289,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,121.0,baseyear B
290,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,77.0,baseyear B
291,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,59.0,baseyear B
292,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,122.0,baseyear A
293,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,109.0,baseyear A
294,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,70.0,baseyear A
295,2010,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,69.0,baseyear A
296,2015,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,232.0,modeled
297,2015,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,101.0,modeled
298,2015,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,85.0,modeled
299,2015,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,79.0,modeled
300,2030,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,246.0,modeled
301,2030,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,157.0,modeled
302,2030,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,104.0,modeled
303,2030,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,103.0,modeled
304,2035,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,209.0,modeled
305,2035,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,155.0,modeled
306,2035,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,130.0,modeled
307,2035,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,124.0,modeled
308,2040,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq1,223.0,modeled
309,2040,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq2,153.0,modeled
310,2040,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq3,143.0,modeled
311,2040,Househ. by Inc. Quartile,Alameda,Berkeley-University Avenue,hhincq4,128.0,modeled
312,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,34.0,baseyear B
313,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,56.0,baseyear B
314,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,106.0,baseyear B
315,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,133.0,baseyear B
316,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,363.0,baseyear A
317,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,73.0,baseyear A
318,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,95.0,baseyear A
319,2010,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,105.0,baseyear A
320,2015,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,287.0,modeled
321,2015,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,107.0,modeled
322,2015,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,92.0,modeled
323,2015,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,113.0,modeled
324,2030,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,343.0,modeled
325,2030,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,168.0,modeled
326,2030,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,146.0,modeled
327,2030,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,171.0,modeled
328,2035,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,497.0,modeled
329,2035,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,141.0,modeled
330,2035,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,154.0,modeled
331,2035,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,179.0,modeled
332,2040,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq1,487.0,modeled
333,2040,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq2,181.0,modeled
334,2040,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq3,177.0,modeled
335,2040,Househ. by Inc. Quartile,Alameda,Dublin-Downtown Specific Plan Area,hhincq4,228.0,modeled
336,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,171.0,baseyear B
337,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,415.0,baseyear B
338,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,730.0,baseyear B
339,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,948.0,baseyear B
340,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,304.0,baseyear A
341,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,440.0,baseyear A
342,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,605.0,baseyear A
343,2010,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,861.0,baseyear A
344,2015,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,329.0,modeled
345,2015,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,436.0,modeled
346,2015,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,614.0,modeled
347,2015,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,934.0,modeled
348,2030,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,2822.0,modeled
349,2030,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,478.0,modeled
350,2030,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,563.0,modeled
351,2030,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,903.0,modeled
352,2035,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,3191.0,modeled
353,2035,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,658.0,modeled
354,2035,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,788.0,modeled
355,2035,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,1112.0,modeled
356,2040,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq1,3604.0,modeled
357,2040,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq2,862.0,modeled
358,2040,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq3,1009.0,modeled
359,2040,Househ. by Inc. Quartile,Alameda,Dublin-Town Center,hhincq4,1447.0,modeled
360,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,32.0,baseyear B
361,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,92.0,baseyear B
362,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,165.0,baseyear B
363,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,207.0,baseyear B
364,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,276.0,baseyear A
365,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,102.0,baseyear A
366,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,139.0,baseyear A
367,2010,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,191.0,baseyear A
368,2015,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,204.0,modeled
369,2015,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,109.0,modeled
370,2015,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,161.0,modeled
371,2015,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,243.0,modeled
372,2030,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,2252.0,modeled
373,2030,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,128.0,modeled
374,2030,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,174.0,modeled
375,2030,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,363.0,modeled
376,2035,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,1626.0,modeled
377,2035,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,351.0,modeled
378,2035,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,341.0,modeled
379,2035,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,410.0,modeled
380,2040,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq1,1552.0,modeled
381,2040,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq2,473.0,modeled
382,2040,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq3,491.0,modeled
383,2040,Househ. by Inc. Quartile,Alameda,Dublin-Transit Center/Dublin Crossings,hhincq4,483.0,modeled
384,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,884.0,baseyear B
385,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,718.0,baseyear B
386,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,444.0,baseyear B
387,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,303.0,baseyear B
388,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,971.0,baseyear A
389,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,807.0,baseyear A
390,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,488.0,baseyear A
391,2010,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,311.0,baseyear A
392,2015,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,1511.0,modeled
393,2015,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,747.0,modeled
394,2015,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,491.0,modeled
395,2015,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,442.0,modeled
396,2030,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,2756.0,modeled
397,2030,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,985.0,modeled
398,2030,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,762.0,modeled
399,2030,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,824.0,modeled
400,2035,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,7005.0,modeled
401,2035,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,1064.0,modeled
402,2035,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,949.0,modeled
403,2035,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,1221.0,modeled
404,2040,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq1,10169.0,modeled
405,2040,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq2,1560.0,modeled
406,2040,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq3,1454.0,modeled
407,2040,Househ. by Inc. Quartile,Alameda,Emeryville-Mixed-Use Core,hhincq4,1900.0,modeled
408,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,1646.0,baseyear B
409,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2286.0,baseyear B
410,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2563.0,baseyear B
411,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2382.0,baseyear B
412,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,2037.0,baseyear A
413,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2456.0,baseyear A
414,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2212.0,baseyear A
415,2010,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2251.0,baseyear A
416,2015,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,2280.0,modeled
417,2015,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2349.0,modeled
418,2015,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2295.0,modeled
419,2015,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2388.0,modeled
420,2030,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,2699.0,modeled
421,2030,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2604.0,modeled
422,2030,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2207.0,modeled
423,2030,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2190.0,modeled
424,2035,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,2650.0,modeled
425,2035,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2707.0,modeled
426,2035,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2222.0,modeled
427,2035,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2333.0,modeled
428,2040,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq1,3609.0,modeled
429,2040,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq2,2560.0,modeled
430,2040,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq3,2188.0,modeled
431,2040,Househ. by Inc. Quartile,Alameda,Fremont-Centerville,hhincq4,2244.0,modeled
432,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,1089.0,baseyear B
433,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,1603.0,baseyear B
434,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,1991.0,baseyear B
435,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,1215.0,baseyear B
436,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,1635.0,baseyear A
437,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,1570.0,baseyear A
438,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,1692.0,baseyear A
439,2010,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,1224.0,baseyear A
440,2015,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,1540.0,modeled
441,2015,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,1445.0,modeled
442,2015,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,1642.0,modeled
443,2015,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,1571.0,modeled
444,2030,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,3741.0,modeled
445,2030,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,1878.0,modeled
446,2030,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,1925.0,modeled
447,2030,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,2081.0,modeled
448,2035,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,7085.0,modeled
449,2035,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,1930.0,modeled
450,2035,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,2135.0,modeled
451,2035,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,2610.0,modeled
452,2040,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq1,9606.0,modeled
453,2040,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq2,2226.0,modeled
454,2040,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq3,2637.0,modeled
455,2040,Househ. by Inc. Quartile,Alameda,Fremont-City Center,hhincq4,3337.0,modeled
456,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq1,1662.0,baseyear B
457,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq2,1959.0,baseyear B
458,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq3,2166.0,baseyear B
459,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq4,1502.0,baseyear B
460,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq1,1880.0,baseyear A
461,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq2,2021.0,baseyear A
462,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq3,1912.0,baseyear A
463,2010,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq4,1494.0,baseyear A
464,2015,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq1,1964.0,modeled
465,2015,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq2,1883.0,modeled
466,2015,Househ. by Inc. Quartile,Alameda,Fremont-Irvington District,hhincq3,1962.0,modeled
